# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:46:18;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.705e-06;1;1.03425;1;0.507017;8;2.073e-06;1;1.48e-07;1;0.000768709;1;3.16882;195680;0.829062;587041;1042.16;782718;6.1604;391360;0;0;1042.89;391359;6.64231;195680;0.320448;195680;0.19662;195680;7.827160;2e-05;4e-05;4e-05;30;Interrupt;2;none;cg;116744192;4096;61198336;612175872;1;1;1.62029e-13;shorten;1050.25;880;879;880;195680;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:47:52;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.115e-06;1;0.0116988;1;0.506241;2;2.815e-06;1;1.19002e-07;1;0.000748744;1;0.0371067;2979;0.513738;8939;10.0387;11916;0.0736005;5958;0;0;10.0476;5958;0.0797768;2979;0.00375474;2979;0.00226267;2979;1.191600;0.0002;0.0004;0.0004;30;Interrupt;2;none;cg;115138560;4096;59842560;610570240;1;1;1.39237e-13;shorten;10.4;560;559;560;2979;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:48:25;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.703e-06;1;0.0114289;1;0.506338;4;2.076e-06;1;1.26001e-07;1;0.000503079;1;0.0990904;9234;0.519417;27705;30.5683;36938;0.194119;18468;0;0;30.5931;18469;0.210941;9234;0.010259;9235;0.0068048;9234;3.693600;0.0002;0.0004;0.0004;30;Interrupt;2;none;cg;115130368;4096;59731968;610562048;1;1;8.16351e-14;shorten;31.07;560;559;560;9234;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_splitting;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 14:48:26;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.037e-06;1;0;0;2.354e-06;1;1.75998e-07;1;0.00065456;1;0;0;0.0008;0.0008;Interrupt;2;none;cg;113094656;4096;56926208;606388224;1;shorten;0.24;640;639;640;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_splitting;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 14:48:26;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.018e-06;1;0;0;2.319e-06;1;2.13e-07;1;0.00064712;1;0;0;0.0008;0.0008;Interrupt;2;none;cg;113037312;4096;56647680;606330880;1;shorten;0.24;720;719;720;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_splitting;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 14:48:27;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.059e-06;1;0;0;2.051e-06;1;1.59998e-07;1;0.000784151;1;0;0;0.0008;0.0008;Interrupt;2;none;cg;113094656;4096;57057280;606388224;1;shorten;0.23;800;799;800;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:51:13;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.442e-06;1;0.0305669;1;0.514297;31;2.074e-06;1;1.63e-07;1;0.000533892;1;1.25988;37500;0.647081;112503;160.785;150000;2.33386;75000;164.417;1;161.111;75000;2.5087;37500;0.113048;37500;0.0695837;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;115687424;4096;60129280;611119104;1;2;1.21883e-07;shorten;163.24;560;559;560;83224;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:54:24;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;5.864e-06;1;0.00754033;1;0.521444;31;4.26e-06;1;2.17002e-07;1;0.00128913;1;1.38877;37500;0.663829;112503;185.349;150000;2.59301;75000;189.351;1;185.706;75000;2.78266;37500;0.126071;37500;0.071037;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;116060160;4096;60387328;611491840;1;2;1.15132e-07;shorten;188.83;640;639;640;80501;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 14:58:16;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.058e-06;1;0.0258237;1;0.520843;31;3.962e-06;1;2.23998e-07;1;0.000802456;1;1.61576;37500;0.685862;112503;225.246;150000;3.04631;75000;229.963;1;225.674;75000;3.2661;37500;0.14669;37500;0.0849188;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;116563968;4096;61272064;611995648;1;2;1.18419e-07;shorten;228.64;720;719;720;80049;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:02:05;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.195e-05;1;0.0434568;1;0.515953;31;3.376e-06;1;2.05e-07;1;0.000955512;1;1.49195;37500;0.660486;112503;223.181;150000;2.77323;75000;227.411;1;223.543;75000;2.96262;37500;0.132406;37500;0.0759044;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;117329920;4096;61485056;612761600;1;2;1.22449e-07;shorten;226.88;800;799;800;79704;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:03:03;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;6.007e-06;1;0.011158;1;0.508725;8;3.65e-06;1;3.66999e-07;1;0.0013766;1;0.206993;9978;0.532559;29935;55.9797;39910;0.412997;19956;0;0;56.0329;19955;0.445822;9978;0.0211137;9978;0.0114323;9978;7.981600;0.0004;0.0008;0.0008;30;Interrupt;2;none;cg;116736000;4096;61423616;612167680;1;1;3.33577e-13;shorten;56.85;880;879;880;9978;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_splitting;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 15:03:04;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.701e-06;1;0;0;2.262e-06;1;1.15e-07;1;0.000828433;1;0;0;0.0002;0.0002;Interrupt;2;none;cg;113111040;4096;57417728;606404608;1;shorten;0.26;960;959;960;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:03:19;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.481e-06;1;0.0313918;1;0.506748;4;2.613e-06;1;1.36999e-07;1;0.000519759;1;0.0439374;3944;0.515802;11833;13.2746;15774;0.0861924;7888;0;0;13.2855;7887;0.0947604;3944;0.00420681;3944;0.00287293;3944;3.154400;0.0004;0.0008;0.0008;30;Interrupt;2;none;cg;115146752;4096;60030976;610578432;1;1;1.12795e-13;shorten;13.69;560;559;560;3944;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:06:21;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;2;0;9.017e-06;1;0.00756439;1;1.02354;31;1.097e-05;1;2.66999e-07;1;0.000669255;1;0.623252;37500;1.10327;112503;159.162;150000;1.24944;75000;161.616;1;159.324;75000;1.87482;37500;0.0635079;37500;0.0368947;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;115978240;4096;60768256;758292480;1;1;1.41396e-13;shorten;161.47;560;559;560;37500;
2019/8/26 15:03:38;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;2;1;4.788e-06;1;normal;113512448;4096;54489088;753688576;1;shorten;0.23;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:07:19;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.511e-06;1;0.00933354;1;0.527031;31;2.184e-06;1;1.37999e-07;1;0.00113955;1;0.902578;37500;0.612881;112503;166.455;150000;1.58671;75000;168.828;1;166.645;75000;1.7237;37500;0.0731471;37500;0.0435308;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;115662848;4096;60477440;611094528;1;2;1.21883e-07;shorten;168.2;560;559;560;83224;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:08:12;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;4.498e-06;1;0.0112381;1;0.506396;3;2.035e-06;1;3.58999e-07;1;0.000679411;1;0.226271;10892;0.532204;32678;50.7298;43568;0.45839;21784;0;0;50.7922;21784;0.494904;10892;0.0228272;10892;0.0150834;10892;2.178400;0.0001;0.0002;0.0002;30;Interrupt;2;none;cg;115507200;4096;60268544;610938880;1;1;2.31336e-13;shorten;51.58;640;639;640;10892;
# timestamp;hostname;version;nRanks;rankNo;exit;exit_signal;memoryData;memoryPage;memoryResidentSet;memoryVirtual;totalUsertime;
2019/8/26 15:08:12;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;Interrupt;2;109756416;4096;50262016;603049984;0.24;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_splitting;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 15:08:13;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.761e-06;1;0;0;1.0115e-05;1;1.90001e-07;1;0.000791965;1;0;0;0.0002;0.0002;Interrupt;2;none;cg;113885184;4096;55320576;607178752;1;shorten;0.28;800;799;800;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:10:53;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.912e-06;1;0.0235679;1;0.513321;31;2.326e-06;1;1.86003e-07;1;0.000741598;1;1.23484;37500;0.609234;112503;154.573;150000;1.99021;75000;157.478;1;154.781;75000;2.12939;37500;0.0825861;37500;0.0564717;37500;30.000000;0.0004;0.0008;0.0008;30;normal;none;cg;115675136;4096;60477440;611106816;1;3;6.41882e-08;shorten;157.21;560;559;560;146540;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:11:23;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.99e-06;1;0.0142711;1;0.505213;2;2.474e-06;1;1.84002e-07;1;0.000629157;1;0.11587;6044;0.519634;18133;27.858;24174;0.229652;12088;0;0;27.8889;12087;0.248091;6044;0.0115827;6044;0.00678771;6044;1.208600;0.0001;0.0002;0.0002;25;Interrupt;2;none;cg;115507200;4096;60477440;610938880;1;1;4.00522e-13;shorten;28.44;640;639;640;6044;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:14:13;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.707e-06;1;0.0174071;1;0.512359;26;2.677e-06;1;1.34998e-07;1;0.000695286;1;1.25607;31250;0.606647;93753;165.972;125000;1.9504;62500;168.723;1;166.168;62500;2.07793;31250;0.0682199;31250;0.0418387;31250;25.000000;0.0004;0.0008;0.0008;25;normal;none;cg;116416512;4096;60686336;611848192;1;4;5.924e-08;shorten;168.53;720;719;720;135035;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:17:18;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.23e-06;1;0.0213206;1;0.512042;26;2.279e-06;1;2.23998e-07;1;0.000842807;1;1.31965;31250;0.6017;93753;181.259;125000;2.00895;62500;184.056;1;181.435;62500;2.13482;31250;0.0781993;31250;0.0529823;31250;25.000000;0.0004;0.0008;0.0008;25;normal;none;cg;116928512;4096;61550592;612360192;1;4;6.49084e-08;shorten;183.94;800;799;800;144816;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:21:08;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.915e-06;1;0.0142235;1;0.519596;29;2.28e-06;1;1.50001e-07;1;0.000882401;1;1.56975;35000;0.60997;105003;224.999;140000;2.35845;70000;228.191;1;225.208;70000;2.49516;35000;0.0774524;35000;0.0436207;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;117694464;4096;61874176;613126144;1;3;9.83309e-08;shorten;228.22;880;879;880;158670;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
