# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:37:34;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.537e-06;1;0.0116552;1;0.511207;31;2.23e-06;1;1.12999e-07;1;0.000255514;1;0.0963024;7500;0.529324;22503;9.06764;30000;0.152325;15000;9.3064;1;9.08469;15000;0.177638;7500;0.00727854;7500;0.00473273;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113623040;4096;58249216;609054720;1;4;3.33728e-08;shorten;9.56;200;199;200;34777;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:37:37;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.418e-06;1;0.0180361;1;0.51116;31;2.261e-06;1;1.12999e-07;1;0.000234493;1;0.0812787;7500;0.527532;22503;1.53967;30000;0.130018;15000;1.74567;1;1.5527;15000;0.153584;7500;0.00608275;7500;0.00423618;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113106944;4096;57360384;608542720;1;3;5.72352e-08;hodgkin_huxley;1.98;200;199;200;28361;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:37:56;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.789e-06;1;0.0264552;1;0.518554;31;2.276e-06;1;2.33002e-07;1;0.00040667;1;0.158514;7500;0.537001;22503;17.6417;30000;0.224081;15000;17.9635;1;17.6597;15000;0.258185;7500;0.0068582;7500;0.00465164;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;114819072;4096;59281408;610250752;1;5;3.51438e-08;shorten;18.17;400;399;400;46971;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:38:00;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.135e-06;1;0.0168054;1;0.511341;31;1.0519e-05;1;1.19999e-07;1;0.000454885;1;0.112822;7500;0.529049;22503;2.93478;30000;0.162461;15000;3.17044;1;2.94706;15000;0.18808;7500;0.00497191;7500;0.00414553;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113111040;4096;57520128;608546816;1;4;2.49843e-08;hodgkin_huxley;3.38;400;399;400;33439;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:38:37;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.948e-06;1;0.0257835;1;0.512386;31;2.097e-06;1;1.81e-07;1;0.000717984;1;0.242732;7500;0.53546;22503;34.9366;30000;0.33559;15000;35.3837;1;34.9587;15000;0.3672;7500;0.00915588;7500;0.00597023;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;117334016;4096;61448192;612765696;1;6;2.05498e-07;shorten;35.62;800;799;800;40681;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:38:44;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.225e-06;1;0.00568293;1;0.512097;31;2.348e-06;1;2.13e-07;1;0.000727445;1;0.269874;7500;0.531917;22503;5.59104;30000;0.329447;15000;5.99527;1;5.60359;15000;0.357448;7500;0.00489627;7500;0.00423538;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113516544;4096;58396672;608952320;1;6;1.23596e-07;hodgkin_huxley;6.23;800;799;800;56333;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:43:25;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;4.028e-06;1;0.0359761;1;0.510428;31;2.249e-06;1;1.94002e-07;1;0.000273504;1;0.09695;7500;0.528181;22503;9.10328;30000;0.153687;15000;9.34644;1;9.12093;15000;0.179284;7500;0.00704667;7500;0.0052571;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113623040;4096;58134528;609054720;1;4;3.33728e-08;shorten;9.6;200;199;200;34777;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:43:28;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.684e-06;1;0.0048638;1;0.509786;31;2.241e-06;1;2.25999e-07;1;0.000259534;1;0.0714975;7500;0.523355;22503;1.47615;30000;0.110503;15000;1.6524;1;1.4872;15000;0.133077;7500;0.00447512;7500;0.00406981;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113029120;4096;57475072;608464896;1;3;5.72352e-08;hodgkin_huxley;1.88;200;199;200;28361;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:43:48;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.524e-06;1;0.0308646;1;0.518731;31;2.134e-06;1;1.26001e-07;1;0.000452046;1;0.177879;7500;0.540799;22503;18.2529;30000;0.259473;15000;18.6328;1;18.2759;15000;0.296735;7500;0.00978077;7500;0.00613086;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;114810880;4096;59150336;610242560;1;5;3.51438e-08;shorten;18.88;400;399;400;46971;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:43:52;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.184e-06;1;0.00700745;1;0.512201;31;2.412e-06;1;1.82001e-07;1;0.00044862;1;0.10705;7500;0.529743;22503;2.87747;30000;0.152505;15000;3.09925;1;2.88902;15000;0.176929;7500;0.00467102;7500;0.00413713;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113025024;4096;57245696;608460800;1;4;2.49843e-08;hodgkin_huxley;3.32;400;399;400;33439;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:44:14;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.704e-06;1;0.992099;1;0.518292;31;2.537e-06;1;1.25001e-07;1;0.000501762;1;0.170897;7500;0.538731;22503;19.4163;30000;0.235513;15000;19.7527;1;19.435;15000;0.269689;7500;0.00682566;7500;0.00480147;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;114999296;4096;59629568;610430976;1;5;6.8532e-08;shorten;19.98;440;439;440;48003;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:44:19;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.812e-06;1;0.146728;1;0.512246;31;2.256e-06;1;2.13e-07;1;0.000497964;1;0.123476;7500;0.535485;22503;3.11485;30000;0.170813;15000;3.35663;1;3.12719;15000;0.196205;7500;0.00461282;7500;0.00382522;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113029120;4096;58048512;608464896;1;4;7.56437e-08;hodgkin_huxley;3.57;440;439;440;36366;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:44:42;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.473e-06;1;0.988617;1;0.517895;31;2.427e-06;1;1.04003e-07;1;0.00046568;1;0.188491;7500;0.535763;22503;20.9331;30000;0.249434;15000;21.2758;1;20.9497;15000;0.283;7500;0.00701917;7500;0.00448953;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;115183616;4096;59686912;610615296;1;5;8.79214e-08;shorten;21.49;480;479;480;52164;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:44:48;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.904e-06;1;0.113332;1;0.51161;31;2.087e-06;1;1.60999e-07;1;0.000490918;1;0.172244;7500;0.532689;22503;3.65754;30000;0.24886;15000;4.00185;1;3.67456;15000;0.279424;7500;0.00754007;7500;0.00531095;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113025024;4096;57430016;608460800;1;4;1.02117e-07;hodgkin_huxley;4.23;480;479;480;37384;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:45:17;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.999e-06;1;1.04379;1;0.518805;31;2.381e-06;1;1.37999e-07;1;0.000631139;1;0.189058;7500;0.549011;22503;26.9952;30000;0.285403;15000;27.4193;1;27.0203;15000;0.332095;7500;0.0113773;7500;0.00645469;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;115863552;4096;60039168;611295232;1;5;1.20797e-07;shorten;27.64;600;599;600;33401;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:45:23;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.759e-06;1;0.122912;1;0.511645;31;2.76e-06;1;1.73997e-07;1;0.000646229;1;0.17912;7500;0.529038;22503;4.16655;30000;0.229113;15000;4.46426;1;4.17787;15000;0.254157;7500;0.00463959;7500;0.00380076;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113111040;4096;57663488;608546816;1;5;8.59535e-08;hodgkin_huxley;4.69;600;599;600;44471;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:45:58;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.742e-06;1;0.993547;1;0.512911;31;2.178e-06;1;1.94999e-07;1;0.000659517;1;0.224385;7500;0.535606;22503;31.7657;30000;0.317273;15000;32.196;1;31.7888;15000;0.348986;7500;0.00857224;7500;0.00604151;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;116568064;4096;61476864;611999744;1;6;1.02676e-07;shorten;32.4;720;719;720;39087;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:46:05;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.294e-06;1;0.110428;1;0.512477;31;2.57e-06;1;2.06001e-07;1;0.000645462;1;0.299096;7500;0.535215;22503;5.45451;30000;0.392526;15000;5.95118;1;5.47308;15000;0.425122;7500;0.00791921;7500;0.00571444;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113106944;4096;57380864;608542720;1;6;6.84579e-08;hodgkin_huxley;6.19;720;719;720;51927;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:46:43;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.464e-06;1;0.0295595;1;0.535489;31;2.278e-06;1;2.06001e-07;1;0.000790766;1;0.270955;7500;0.570633;22503;36.4256;30000;0.400184;15000;37.0039;1;36.4564;15000;0.466604;7500;0.0131239;7500;0.00763615;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;117338112;4096;61476864;612769792;1;6;2.05498e-07;shorten;37.22;800;799;800;40681;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:46:51;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.631e-06;1;0.020768;1;0.512068;31;2.153e-06;1;1.14e-07;1;0.00077512;1;0.279579;7500;0.531871;22503;5.61297;30000;0.341091;15000;6.03004;1;5.62528;15000;0.368458;7500;0.00515789;7500;0.00419407;7500;30.000000;0.002;0.004;0.004;30;normal;none;cg;113577984;4096;57856000;609013760;1;6;1.23596e-07;hodgkin_huxley;6.26;800;799;800;56333;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:48:39;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.826e-06;1;0.011739;1;0.506492;4;2.821e-06;1;1.13003e-07;1;0.000281797;1;0.0505645;7623;0.516217;22870;8.94258;30490;0.0987471;15246;0;0;8.95819;15245;0.110296;7623;0.00597418;7623;0.0040873;7623;3.048800;0.0002;0.0004;0.0004;30;Interrupt;2;none;cg;113487872;4096;58277888;608919552;1;1;1.28685e-13;shorten;9.34;200;199;200;7623;
